order_id,customer_name,product_name,price,quantity,order_date
ORD03032,charlie ,,,2.0,2023/10/01
ORD03033,Alice,Tablet,1034.8056944232517,,2023-10-01
ORD03034,charlie ,Tablet,Not Available,3.0,
ORD03035,charlie ,Phone,,,2023/10/01
ORD03036,,Headphones,157.41793541156846,3.0,
ORD03037,Alice,Phone,,,01/10/2023
ORD03038,Alice,Phone,,3.0,01/10/2023
ORD03039,  Dave,Phone,334.8300890423065,1.0,01/10/2023
ORD03040,,Phone,Not Available,2.0,01/10/2023
ORD03041,  Dave,Tablet,371.59933036253153,3.0,2023-10-01
ORD03042,Bob,Headphones,,1.0,01/10/2023
ORD03043,Bob,Laptop,Not Available,2.0,01/10/2023
ORD03044,Alice,Tablet,265.94592508026506,,2023-10-01
ORD03045,Alice,Laptop,1438.5846867072582,,2023/10/01
ORD03046,,Phone,Not Available,2.0,
ORD03047,charlie ,Phone,,2.0,2023/10/01
ORD03048,charlie ,,,3.0,01/10/2023
ORD03049,Bob,Headphones,376.44963197364495,1.0,
ORD03050,charlie ,Phone,Not Available,2.0,2023-10-01
ORD03051,Alice,Tablet,Not Available,2.0,2023/10/01
ORD03052,  Dave,Headphones,162.83357185067092,2.0,2023/10/01
ORD03053,Bob,,,2.0,01/10/2023
ORD03054,charlie ,Phone,1397.2251783533388,,2023/10/01
ORD03055,Bob,,,1.0,2023/10/01
ORD03056,,Laptop,1320.363095291339,2.0,2023-10-01
ORD03057,Alice,Phone,104.06519042238794,,
ORD03058,charlie ,Tablet,Not Available,2.0,2023-10-01
ORD03059,Bob,Phone,,,
ORD03060,Alice,Headphones,,,2023/10/01
ORD03061,charlie ,,Not Available,,
ORD03062,  Dave,Headphones,Not Available,1.0,2023-10-01
ORD03063,Bob,Headphones,,3.0,01/10/2023
ORD03064,,Headphones,Not Available,3.0,2023-10-01
ORD03065,Alice,Headphones,,3.0,2023-10-01
ORD03066,  Dave,Tablet,,1.0,2023/10/01
ORD03067,charlie ,Tablet,248.67715779477498,2.0,01/10/2023
ORD03068,Bob,Laptop,768.3018712447551,3.0,01/10/2023
ORD03069,Alice,Tablet,,3.0,2023/10/01
ORD03070,Alice,Tablet,,3.0,01/10/2023
ORD03071,  Dave,Laptop,,,
ORD03072,,Laptop,,3.0,2023/10/01
ORD03073,Alice,Phone,,2.0,
ORD03074,charlie ,Phone,Not Available,2.0,01/10/2023
ORD03075,charlie ,,,,2023-10-01
ORD03076,,Laptop,,1.0,2023/10/01
ORD03077,Alice,,974.6356694536012,2.0,2023-10-01
ORD03078,Bob,Tablet,179.23744542688345,3.0,01/10/2023
ORD03079,  Dave,Headphones,Not Available,2.0,2023/10/01
ORD03080,Bob,Laptop,,2.0,
ORD03081,charlie ,,,2.0,2023-10-01
ORD03082,  Dave,Laptop,,1.0,2023-10-01
ORD03083,Bob,Phone,977.336011339661,2.0,2023-10-01
ORD03084,Bob,Phone,Not Available,2.0,2023-10-01
ORD03085,Alice,,483.32797213722756,3.0,01/10/2023
ORD03086,  Dave,Tablet,479.74713647035134,3.0,
ORD03087,,Tablet,Not Available,3.0,
ORD03088,Bob,,346.19230251107456,3.0,01/10/2023
ORD03089,charlie ,,,,
ORD03090,charlie ,Phone,637.2026716865936,3.0,01/10/2023
ORD03091,charlie ,Laptop,Not Available,3.0,
ORD03092,Alice,Phone,Not Available,3.0,
ORD03093,charlie ,,194.780396374673,,2023-10-01
ORD03094,Alice,,Not Available,2.0,
ORD03095,Alice,Tablet,723.2709999678384,2.0,2023-10-01
ORD03096,charlie ,,,2.0,
ORD03097,Alice,Tablet,Not Available,2.0,
ORD03098,Alice,Phone,,2.0,2023/10/01
ORD03099,,Phone,Not Available,2.0,2023/10/01
ORD03100,Alice,Headphones,936.4592579683035,3.0,
ORD03101,Alice,Phone,1236.6905326426388,,2023/10/01
ORD03102,Bob,,910.8129720551542,2.0,
ORD03103,Bob,Laptop,,3.0,01/10/2023
ORD03104,Bob,Headphones,,1.0,2023/10/01
ORD03105,,Phone,Not Available,2.0,2023-10-01
ORD03106,  Dave,Headphones,Not Available,3.0,
ORD03107,charlie ,Tablet,,2.0,01/10/2023
ORD03108,charlie ,,818.3913477498693,2.0,01/10/2023
ORD03109,charlie ,Laptop,879.3222925178992,2.0,2023/10/01
ORD03110,Bob,Laptop,,3.0,01/10/2023
ORD03111,  Dave,Laptop,,1.0,01/10/2023
ORD03112,Alice,Phone,,1.0,2023-10-01
ORD03113,Alice,,855.2054420817587,1.0,2023/10/01
ORD03114,Bob,,Not Available,2.0,
ORD03115,,Tablet,Not Available,1.0,
ORD03116,charlie ,Laptop,,3.0,01/10/2023
ORD03117,  Dave,Phone,131.3782014137077,1.0,2023/10/01
ORD03118,Bob,,561.7527926678637,3.0,
ORD03119,  Dave,Headphones,Not Available,1.0,01/10/2023
ORD03120,charlie ,Tablet,Not Available,2.0,01/10/2023
ORD03121,  Dave,Phone,,3.0,2023-10-01
ORD03122,Alice,Laptop,523.7802518952471,3.0,
ORD03123,  Dave,Laptop,,2.0,2023/10/01
ORD03124,Alice,Phone,,2.0,2023-10-01
ORD03125,  Dave,Phone,1179.808757086998,2.0,
ORD03126,charlie ,Phone,Not Available,2.0,
ORD03127,,Headphones,,2.0,2023/10/01
ORD03128,Alice,Phone,606.2146343904637,,01/10/2023
ORD03129,  Dave,Phone,1116.9763005197672,2.0,
ORD03130,Bob,Headphones,,2.0,01/10/2023
ORD03131,,,,2.0,01/10/2023
ORD03132,,Headphones,,3.0,2023-10-01
ORD03133,Alice,Phone,,1.0,2023-10-01
ORD03134,Bob,Phone,302.4793876080758,3.0,
ORD03135,Bob,Laptop,Not Available,2.0,2023/10/01
ORD03136,Alice,Headphones,956.6803458696089,3.0,
ORD03137,  Dave,Laptop,Not Available,,2023-10-01
ORD03138,,Laptop,,,2023/10/01
ORD03139,Alice,Laptop,Not Available,,01/10/2023
ORD03140,  Dave,Laptop,890.8166555925911,1.0,01/10/2023
ORD03141,,Tablet,368.1877729154206,1.0,2023-10-01
ORD03142,Bob,Laptop,,,
ORD03143,  Dave,Phone,,,01/10/2023
ORD03144,Alice,,Not Available,2.0,01/10/2023
ORD03145,charlie ,,Not Available,3.0,01/10/2023
ORD03146,,Headphones,,2.0,
ORD03147,Alice,Tablet,,2.0,
ORD03148,Bob,Phone,1099.8078654758551,1.0,2023-10-01
ORD03149,  Dave,Laptop,997.672828753691,1.0,2023/10/01
ORD03150,  Dave,Tablet,,3.0,2023-10-01
ORD03151,,Phone,Not Available,3.0,01/10/2023
ORD03152,charlie ,,Not Available,,2023-10-01
ORD03153,Bob,,,2.0,
ORD03154,  Dave,Phone,,3.0,2023/10/01
ORD03155,charlie ,Headphones,Not Available,3.0,2023/10/01
ORD03156,charlie ,Phone,1359.3634878074374,1.0,01/10/2023
ORD03157,Bob,Headphones,Not Available,2.0,2023/10/01
ORD03158,Bob,Phone,Not Available,1.0,2023/10/01
ORD03159,,Tablet,,2.0,2023/10/01
ORD03160,charlie ,Tablet,Not Available,3.0,2023/10/01
ORD03161,Alice,,Not Available,1.0,01/10/2023
ORD03162,Bob,,Not Available,2.0,2023/10/01
ORD03163,charlie ,Laptop,,1.0,2023/10/01
ORD03164,Alice,,,1.0,
ORD03165,,Headphones,,2.0,2023/10/01
ORD03166,Alice,,Not Available,1.0,
ORD03167,  Dave,,531.3912214011455,,2023/10/01
ORD03168,Bob,Headphones,1064.4014660055955,2.0,
ORD03169,Bob,,,2.0,2023/10/01
ORD03170,  Dave,Phone,,2.0,
ORD03171,Bob,,,3.0,
ORD03172,Alice,Tablet,474.8055055954062,1.0,2023/10/01
ORD03173,  Dave,Headphones,944.5931427852311,,
ORD03174,charlie ,Tablet,1083.0183754010257,,2023/10/01
ORD03175,charlie ,Laptop,499.577082068339,2.0,2023-10-01
ORD03176,,Headphones,Not Available,2.0,2023/10/01
ORD03177,charlie ,,Not Available,1.0,2023/10/01
ORD03178,charlie ,Headphones,501.94994301528885,2.0,01/10/2023
ORD03179,  Dave,Tablet,,2.0,01/10/2023
ORD03180,Bob,Laptop,,2.0,01/10/2023
ORD03181,Alice,Phone,761.8887438011567,1.0,2023/10/01
ORD03182,,Phone,1128.0765260770513,2.0,2023/10/01
ORD03183,,Laptop,,2.0,01/10/2023
ORD03184,charlie ,Tablet,Not Available,3.0,
ORD03185,Bob,Phone,,2.0,2023/10/01
ORD03186,  Dave,Headphones,,2.0,
ORD03187,Alice,Headphones,Not Available,3.0,
ORD03188,  Dave,Phone,,2.0,
ORD03189,  Dave,Laptop,Not Available,,01/10/2023
ORD03190,Alice,Laptop,Not Available,,2023-10-01
ORD03191,Bob,Laptop,Not Available,,2023/10/01
ORD03192,  Dave,Phone,,1.0,01/10/2023
ORD03193,,Phone,,,01/10/2023
ORD03194,Bob,,Not Available,,01/10/2023
ORD03195,  Dave,Laptop,,3.0,
ORD03196,  Dave,Phone,150.78150504900685,3.0,2023-10-01
ORD03197,Alice,Phone,,1.0,2023/10/01
ORD03198,charlie ,Laptop,565.2440352120194,1.0,2023-10-01
ORD03199,Bob,Headphones,,1.0,2023-10-01
ORD03200,,Tablet,1088.906182891742,3.0,2023/10/01
ORD03201,Alice,Headphones,,1.0,2023/10/01
ORD03202,Alice,Headphones,Not Available,3.0,01/10/2023
ORD03203,Alice,Laptop,Not Available,3.0,
ORD03204,Bob,Tablet,,2.0,
ORD03205,Alice,Headphones,,2.0,01/10/2023
ORD03206,charlie ,Phone,,3.0,01/10/2023
ORD03207,Bob,Laptop,,2.0,2023-10-01
ORD03208,,Laptop,1058.3199475697484,,01/10/2023
ORD03209,Bob,Phone,Not Available,1.0,2023-10-01
ORD03210,charlie ,Laptop,,1.0,01/10/2023
ORD03211,charlie ,,250.4029653024347,1.0,
ORD03212,Alice,Phone,Not Available,1.0,2023/10/01
ORD03213,  Dave,Tablet,411.8321253882571,3.0,01/10/2023
ORD03214,Bob,Tablet,Not Available,1.0,2023/10/01
ORD03215,Alice,Headphones,,1.0,2023/10/01
ORD03216,  Dave,Laptop,,,
ORD03217,charlie ,Tablet,Not Available,,2023/10/01
ORD03218,,Headphones,902.1850521919713,3.0,2023/10/01
ORD03219,  Dave,,Not Available,3.0,2023-10-01
ORD03220,charlie ,,771.6253650401192,3.0,2023/10/01
ORD03221,,,,,2023/10/01
ORD03222,Bob,Phone,Not Available,3.0,2023-10-01
ORD03223,Alice,Laptop,Not Available,3.0,01/10/2023
ORD03224,,,,,01/10/2023
ORD03225,,Laptop,,1.0,01/10/2023
ORD03226,Alice,Laptop,,2.0,2023/10/01
ORD03227,Alice,Laptop,,3.0,2023/10/01
ORD03228,Alice,Headphones,851.3462172383873,2.0,2023-10-01
ORD03229,Alice,Phone,,2.0,
ORD03230,  Dave,,684.1433413501378,3.0,01/10/2023
ORD03231,Bob,Tablet,Not Available,3.0,2023/10/01
ORD03232,  Dave,Tablet,,3.0,2023/10/01
ORD03233,Alice,Headphones,1135.4274770724032,3.0,2023/10/01
ORD03234,,Tablet,1250.0943289059762,1.0,
ORD03235,  Dave,Laptop,,2.0,2023/10/01
ORD03236,charlie ,Laptop,,,01/10/2023
ORD03237,,Tablet,Not Available,1.0,
ORD03238,Alice,Phone,,2.0,
ORD03239,Bob,Laptop,721.149063676198,,2023-10-01
ORD03240,charlie ,Laptop,644.0189611320637,2.0,
ORD03241,Alice,Headphones,,2.0,2023-10-01
ORD03242,Bob,,Not Available,2.0,2023/10/01
ORD03243,Bob,Headphones,,,2023/10/01
ORD03244,,Phone,629.3724332510748,3.0,01/10/2023
ORD03245,charlie ,Phone,,1.0,01/10/2023
ORD03246,Bob,Phone,665.5142343570532,,2023/10/01
ORD03247,charlie ,,,2.0,
ORD03248,charlie ,Tablet,Not Available,,
ORD03249,charlie ,Headphones,799.4279316406648,,2023/10/01
ORD03250,Bob,Laptop,1333.7934016303366,3.0,
ORD03251,,,,,
ORD03252,Bob,Laptop,920.7128624401092,3.0,
ORD03253,  Dave,,Not Available,3.0,2023-10-01
ORD03254,Bob,Headphones,246.54487802757944,1.0,01/10/2023
ORD03255,,Tablet,1192.2032458121728,3.0,01/10/2023
ORD03256,Bob,,Not Available,2.0,
ORD03257,Bob,,144.50523135927153,3.0,01/10/2023
ORD03258,  Dave,Phone,,,01/10/2023
ORD03259,  Dave,Tablet,1333.8118276113148,1.0,2023/10/01
ORD03260,Bob,Phone,Not Available,3.0,
ORD03261,,Laptop,785.4999714125835,3.0,01/10/2023
ORD03262,  Dave,Tablet,Not Available,3.0,2023-10-01
ORD03263,charlie ,Tablet,,2.0,
ORD03264,Alice,Headphones,Not Available,3.0,2023-10-01
ORD03265,,Phone,275.39369096802017,3.0,2023/10/01
ORD03266,  Dave,Headphones,859.0759246270744,,2023/10/01
ORD03267,charlie ,,590.7315638671545,,2023-10-01
ORD03268,charlie ,Headphones,Not Available,2.0,2023/10/01
ORD03269,  Dave,,889.6369663725591,2.0,2023/10/01
ORD03270,charlie ,,Not Available,3.0,01/10/2023
ORD03271,charlie ,,,3.0,01/10/2023
ORD03272,Bob,Headphones,,2.0,
ORD03273,,,Not Available,,2023/10/01
ORD03274,charlie ,Tablet,,3.0,2023-10-01
ORD03275,Bob,,879.832940462843,3.0,2023-10-01
ORD03276,,Laptop,Not Available,,2023/10/01
ORD03277,  Dave,Phone,Not Available,2.0,2023-10-01
ORD03278,  Dave,Headphones,1000.9810739414401,3.0,
ORD03279,  Dave,Phone,Not Available,,2023-10-01
ORD03280,,Headphones,1250.751754073971,3.0,2023-10-01
ORD03281,  Dave,Headphones,442.9307308896499,1.0,
ORD03282,charlie ,Laptop,871.1610908731792,,2023-10-01
ORD03283,Alice,Laptop,Not Available,,2023-10-01
ORD03284,Bob,Laptop,640.9091525284759,3.0,01/10/2023
ORD03285,charlie ,Phone,208.19315727741437,,
ORD03286,,Laptop,Not Available,1.0,01/10/2023
ORD03287,Alice,Laptop,,1.0,01/10/2023
ORD03288,  Dave,Tablet,,3.0,
ORD03289,  Dave,Phone,349.1157536576176,2.0,2023-10-01
ORD03290,,Phone,752.1983418270069,3.0,2023/10/01
ORD03291,  Dave,Tablet,1196.2104474966122,1.0,2023/10/01
ORD03292,,,550.2273094196769,2.0,2023/10/01
ORD03293,charlie ,,,3.0,2023-10-01
ORD03294,charlie ,,,3.0,
ORD03295,charlie ,Tablet,,2.0,
ORD03296,Alice,,456.32698403013995,3.0,01/10/2023
ORD03297,  Dave,Tablet,,2.0,01/10/2023
ORD03298,Alice,Phone,200.35608911460326,3.0,2023/10/01
ORD03299,Alice,Laptop,158.91995734990985,3.0,2023/10/01
ORD03300,charlie ,Phone,Not Available,2.0,2023/10/01
ORD03301,,Headphones,,1.0,2023-10-01
ORD03302,charlie ,Phone,318.29664570328816,3.0,
ORD03303,Alice,Tablet,1034.1937298255061,,2023/10/01
ORD03304,Bob,Tablet,Not Available,2.0,2023-10-01
ORD03305,  Dave,Phone,,2.0,01/10/2023
ORD03306,charlie ,Tablet,240.91936300047226,,2023/10/01
ORD03307,charlie ,,Not Available,1.0,01/10/2023
ORD03308,Alice,Phone,699.2089985516681,3.0,
ORD03309,Bob,Phone,,1.0,2023-10-01
ORD03310,Alice,Laptop,,1.0,2023/10/01
ORD03311,,Tablet,,3.0,01/10/2023
ORD03312,,,1212.8453896260503,,
ORD03313,Bob,Headphones,,,
ORD03314,Alice,,250.28952839835648,3.0,01/10/2023
ORD03315,Bob,Tablet,546.1961902594812,,2023/10/01
ORD03316,charlie ,Laptop,,2.0,01/10/2023
ORD03317,charlie ,,608.6009551137587,1.0,
ORD03318,  Dave,,,1.0,2023-10-01
ORD03319,Alice,,,,2023/10/01
ORD03320,Alice,Laptop,Not Available,3.0,
ORD03321,Alice,Phone,Not Available,3.0,2023-10-01
ORD03322,,Tablet,,,2023/10/01
ORD03323,Bob,Tablet,Not Available,3.0,
ORD03324,Bob,Phone,Not Available,2.0,01/10/2023
ORD03325,  Dave,Phone,Not Available,2.0,2023-10-01
ORD03326,charlie ,Phone,Not Available,3.0,01/10/2023
ORD03327,,Laptop,Not Available,1.0,01/10/2023
ORD03328,  Dave,,,3.0,01/10/2023
ORD03329,,Phone,Not Available,,2023-10-01
ORD03330,Alice,,,3.0,2023-10-01
ORD03331,,Phone,Not Available,,2023/10/01
ORD03332,Alice,Laptop,936.0692812128766,,2023-10-01
ORD03333,charlie ,Phone,,,
ORD03334,Alice,Headphones,211.75560528073825,1.0,
ORD03335,charlie ,Tablet,,3.0,
ORD03336,charlie ,Laptop,1127.417316671024,,01/10/2023
ORD03337,charlie ,Headphones,Not Available,,2023-10-01
ORD03338,Alice,Phone,Not Available,1.0,
ORD03339,  Dave,Phone,,1.0,
ORD03340,,Tablet,Not Available,2.0,
ORD03341,Alice,Tablet,Not Available,1.0,01/10/2023
ORD03342,Alice,Phone,107.09343503892187,1.0,
ORD03343,,,,,
ORD03344,  Dave,Phone,Not Available,3.0,
ORD03345,Bob,Laptop,,,2023/10/01
ORD03346,Bob,Headphones,Not Available,3.0,2023-10-01
ORD03347,  Dave,Phone,,2.0,
ORD03348,charlie ,,,2.0,
ORD03349,  Dave,Laptop,,3.0,01/10/2023
ORD03350,Bob,Headphones,,1.0,2023-10-01
ORD03351,  Dave,Tablet,Not Available,1.0,2023/10/01
ORD03352,charlie ,Tablet,,3.0,
ORD03353,charlie ,,729.9688874121636,1.0,2023-10-01
ORD03354,  Dave,Headphones,958.2168726291687,,2023/10/01
ORD03355,Bob,Laptop,441.94013036498154,2.0,01/10/2023
ORD03356,Alice,,835.1334804741629,3.0,2023/10/01
ORD03357,,Phone,Not Available,2.0,
ORD03358,,,Not Available,1.0,01/10/2023
ORD03359,,Laptop,488.566318364135,1.0,01/10/2023
ORD03360,charlie ,Laptop,Not Available,3.0,2023-10-01
ORD03361,,Headphones,,1.0,2023-10-01
ORD03362,charlie ,Laptop,Not Available,1.0,2023/10/01
ORD03363,  Dave,Tablet,1461.769789917517,,2023/10/01
ORD03364,  Dave,Headphones,349.2643814150657,3.0,2023-10-01
ORD03365,  Dave,Headphones,,2.0,
ORD03366,  Dave,Laptop,971.4865295850057,,2023-10-01
ORD03367,charlie ,Phone,,3.0,2023-10-01
ORD03368,charlie ,Headphones,,2.0,01/10/2023
ORD03369,Alice,Tablet,1393.8901981021909,2.0,
ORD03370,  Dave,Phone,1360.6301329557432,1.0,2023/10/01
ORD03371,Alice,Laptop,Not Available,1.0,2023-10-01
ORD03372,charlie ,Laptop,401.46882319540595,2.0,01/10/2023
ORD03373,Bob,Phone,Not Available,1.0,
ORD03374,charlie ,Phone,Not Available,1.0,01/10/2023
ORD03375,,,822.7533975550169,3.0,
ORD03376,Bob,Laptop,Not Available,1.0,2023-10-01
ORD03377,charlie ,Laptop,Not Available,1.0,2023-10-01
ORD03378,,Tablet,1492.4561071428002,2.0,2023-10-01
ORD03379,Alice,Laptop,748.0383021369464,,01/10/2023
ORD03380,  Dave,Laptop,Not Available,2.0,2023/10/01
ORD03381,,Laptop,288.2331243446067,1.0,
ORD03382,charlie ,Headphones,,,2023-10-01
ORD03383,Bob,Laptop,98.66772217493333,2.0,
ORD03384,,Tablet,717.7223256527553,2.0,2023/10/01
ORD03385,charlie ,Headphones,Not Available,1.0,2023/10/01
ORD03386,Alice,Tablet,Not Available,1.0,2023-10-01
ORD03387,Bob,,Not Available,3.0,01/10/2023
ORD03388,Bob,Tablet,,2.0,01/10/2023
ORD03389,  Dave,Phone,,3.0,01/10/2023
ORD03390,charlie ,Phone,,1.0,
ORD03391,Bob,Phone,,3.0,2023-10-01
ORD03392,charlie ,Tablet,Not Available,1.0,
ORD03393,  Dave,,,1.0,
ORD03394,Bob,,1239.592505678101,,2023-10-01
ORD03395,,Laptop,,2.0,01/10/2023
ORD03396,Alice,Phone,1084.896152417862,3.0,
ORD03397,Alice,Laptop,152.90961750677127,2.0,
ORD03398,  Dave,Headphones,885.8771594282169,3.0,2023/10/01
ORD03399,Bob,Laptop,Not Available,2.0,01/10/2023
ORD03400,  Dave,Headphones,279.31662426219407,3.0,01/10/2023
ORD03401,Alice,Tablet,724.9771546038885,1.0,2023/10/01
ORD03402,  Dave,Tablet,706.692197578405,3.0,
ORD03403,charlie ,Laptop,Not Available,2.0,
ORD03404,,Laptop,,3.0,2023/10/01
ORD03405,charlie ,Phone,,,01/10/2023
ORD03406,Bob,Laptop,Not Available,3.0,2023/10/01
ORD03407,Alice,,550.9486588516356,2.0,2023/10/01
ORD03408,Bob,Tablet,Not Available,1.0,
ORD03409,  Dave,,Not Available,,
ORD03410,Alice,Phone,,3.0,01/10/2023
ORD03411,  Dave,,,3.0,01/10/2023
ORD03412,  Dave,Laptop,735.3162778981394,3.0,01/10/2023
ORD03413,Bob,Laptop,,1.0,2023/10/01
ORD03414,  Dave,Laptop,Not Available,1.0,2023-10-01
ORD03415,  Dave,Phone,Not Available,2.0,2023-10-01
ORD03416,  Dave,Laptop,371.06950415823985,,2023-10-01
ORD03417,Alice,,,1.0,2023-10-01
ORD03418,  Dave,Headphones,641.9452434787673,3.0,01/10/2023
ORD03419,charlie ,Headphones,,,2023-10-01
ORD03420,Bob,Headphones,421.03940599483934,1.0,
ORD03421,  Dave,,Not Available,1.0,2023/10/01
ORD03422,  Dave,Headphones,Not Available,1.0,2023-10-01
ORD03423,  Dave,Phone,625.1045214640098,,
ORD03424,Bob,Headphones,Not Available,2.0,01/10/2023
ORD03425,Alice,,63.34489042267989,,01/10/2023
ORD03426,Alice,Laptop,1397.420783312627,2.0,2023-10-01
ORD03427,Alice,Phone,,2.0,
ORD03428,,Phone,,2.0,2023/10/01
ORD03429,charlie ,Phone,829.0806019959239,,2023/10/01
ORD03430,Alice,Headphones,,3.0,01/10/2023
ORD03431,Alice,Laptop,Not Available,,2023/10/01
ORD03432,charlie ,Laptop,66.35109816630332,1.0,2023-10-01
ORD03433,  Dave,Phone,327.9562060704157,,
ORD03434,,,66.0035764388977,1.0,
ORD03435,Alice,Headphones,,1.0,2023/10/01
ORD03436,,Tablet,1133.68324460473,1.0,2023-10-01
ORD03437,,Headphones,1063.9383664756538,1.0,01/10/2023
ORD03438,Bob,Phone,374.0296154367734,3.0,
ORD03439,charlie ,Laptop,,,2023-10-01
ORD03440,Bob,Laptop,Not Available,2.0,
ORD03441,,,,,
ORD03442,  Dave,,Not Available,2.0,
ORD03443,Alice,Headphones,Not Available,3.0,01/10/2023
ORD03444,charlie ,,109.6111592075626,2.0,
ORD03445,Alice,,Not Available,,
ORD03446,  Dave,Tablet,Not Available,,2023/10/01
ORD03447,Alice,Tablet,,1.0,
ORD03448,  Dave,,Not Available,3.0,01/10/2023
ORD03449,,Headphones,Not Available,2.0,
ORD03450,charlie ,Laptop,,1.0,2023/10/01
ORD03451,Alice,Laptop,Not Available,2.0,2023/10/01
ORD03452,Bob,Tablet,Not Available,2.0,
ORD03453,,,446.8892459779501,1.0,01/10/2023
ORD03454,,Laptop,,1.0,2023/10/01
ORD03455,,,,1.0,2023/10/01
ORD03456,charlie ,,,2.0,2023-10-01
ORD03457,Alice,Phone,,3.0,2023-10-01
ORD03458,charlie ,Laptop,1329.9980320515992,,2023/10/01
ORD03459,Alice,Phone,,2.0,2023/10/01
ORD03460,  Dave,Laptop,Not Available,1.0,
ORD03461,Bob,,868.0658736188486,1.0,
ORD03462,Alice,Tablet,454.26077235883304,,
ORD03463,charlie ,Phone,,1.0,2023/10/01
ORD03464,  Dave,,164.10442274503893,2.0,2023-10-01
ORD03465,,Headphones,,3.0,
ORD03466,charlie ,Phone,,2.0,01/10/2023
ORD03467,charlie ,Headphones,,2.0,2023-10-01
ORD03468,  Dave,Phone,,1.0,
ORD03469,,,,1.0,
ORD03470,,Phone,,2.0,2023-10-01
ORD03471,Alice,Headphones,,3.0,
ORD03472,,Headphones,995.8211983386325,,01/10/2023
ORD03473,  Dave,Phone,Not Available,,2023/10/01
ORD03474,,Phone,Not Available,,
ORD03475,,Phone,436.1222217158988,2.0,01/10/2023
ORD03476,  Dave,Tablet,Not Available,,01/10/2023
ORD03477,charlie ,Headphones,Not Available,,2023/10/01
ORD03478,Bob,Tablet,Not Available,,2023-10-01
ORD03479,charlie ,,Not Available,3.0,01/10/2023
ORD03480,Alice,,Not Available,,01/10/2023
ORD03481,charlie ,Tablet,1242.7250168247847,,01/10/2023
ORD03482,Bob,,,2.0,2023/10/01
ORD03483,Alice,Laptop,,3.0,01/10/2023
ORD03484,  Dave,Headphones,,1.0,01/10/2023
ORD03485,Alice,Phone,Not Available,,01/10/2023
ORD03486,Bob,Phone,1232.7694618021933,1.0,2023-10-01
ORD03487,,Phone,,3.0,2023/10/01
ORD03488,charlie ,Headphones,Not Available,1.0,2023/10/01
ORD03489,charlie ,Laptop,,2.0,2023/10/01
ORD03490,Alice,Phone,Not Available,,
ORD03491,charlie ,Phone,Not Available,3.0,2023/10/01
ORD03492,  Dave,Laptop,Not Available,1.0,
ORD03493,  Dave,Laptop,Not Available,2.0,
ORD03494,charlie ,Headphones,1289.90622925615,2.0,
ORD03495,,Phone,565.4974904084987,1.0,01/10/2023
ORD03496,Bob,Tablet,,1.0,2023/10/01
ORD03497,,Tablet,Not Available,2.0,01/10/2023
ORD03498,Bob,Laptop,Not Available,1.0,2023/10/01
ORD03499,,,,1.0,2023/10/01
ORD03500,  Dave,,,,2023/10/01
ORD03501,Alice,Laptop,Not Available,1.0,
ORD03502,charlie ,Phone,845.8169582351886,1.0,
ORD03503,  Dave,,,3.0,
ORD03504,Bob,Tablet,885.6089171362579,,01/10/2023
ORD03505,charlie ,Tablet,Not Available,,
ORD03506,charlie ,Phone,,,2023-10-01
ORD03507,  Dave,Phone,Not Available,3.0,2023/10/01
ORD03508,  Dave,Laptop,,,2023-10-01
ORD03509,,Phone,,3.0,
ORD03510,,Laptop,387.1242663253921,1.0,01/10/2023
ORD03511,,,Not Available,,2023/10/01
ORD03512,Alice,Headphones,1284.9563398956302,1.0,01/10/2023
ORD03513,Bob,Headphones,,3.0,2023/10/01
ORD03514,Bob,Phone,765.0838754623743,2.0,
ORD03515,  Dave,,,,01/10/2023
ORD03516,Alice,Phone,Not Available,3.0,01/10/2023
ORD03517,  Dave,Tablet,1286.1383802176922,,2023-10-01
ORD03518,,Headphones,,3.0,01/10/2023
ORD03519,Bob,Headphones,Not Available,,01/10/2023
ORD03520,  Dave,,849.0675796449593,3.0,2023-10-01
ORD03521,,Tablet,Not Available,2.0,2023/10/01
ORD03522,charlie ,Headphones,Not Available,1.0,
ORD03523,  Dave,,,3.0,2023/10/01
ORD03524,Bob,Phone,976.0560340625939,2.0,2023/10/01
ORD03525,Bob,Phone,Not Available,3.0,2023-10-01
ORD03526,Bob,,Not Available,1.0,2023-10-01
ORD03527,Alice,Tablet,,2.0,2023-10-01
ORD03528,Bob,,Not Available,,01/10/2023
ORD03529,,Tablet,,1.0,01/10/2023
ORD03530,Alice,Headphones,,1.0,2023/10/01
ORD03531,,,,1.0,
ORD03532,Bob,Phone,,2.0,01/10/2023
ORD03533,charlie ,,Not Available,3.0,2023/10/01
ORD03534,charlie ,,1158.0706426048027,2.0,2023/10/01
ORD03535,Alice,Tablet,Not Available,1.0,01/10/2023
ORD03536,  Dave,Phone,Not Available,,2023/10/01
ORD03537,Alice,Headphones,Not Available,3.0,
ORD03538,charlie ,Tablet,657.1466939177747,1.0,01/10/2023
ORD03539,Bob,,545.6483210467959,3.0,2023/10/01
ORD03540,Alice,Laptop,1469.367938009493,3.0,
ORD03541,charlie ,Tablet,Not Available,3.0,01/10/2023
ORD03542,  Dave,Headphones,Not Available,3.0,
ORD03543,charlie ,Laptop,,,2023/10/01
ORD03544,Alice,Phone,55.43104015462153,,2023-10-01
ORD03545,,Phone,,2.0,2023-10-01
ORD03546,charlie ,Tablet,,3.0,2023/10/01
